"","titulo","link","desc","data","categoria_principal"
"76","Gerentes de bancos entram na mira das plataformas","www.valor.com.br/financas/5847939/gerentes-de-bancos-entram-na-mira-das-plataformas","Com demissıes no setor, corretoras veem oportunidade de ampliar base de agente autÙnomo","16/09/2018 ‡s 18h09","banco, entram, gerent, mira, plataforma, agent, ampliar, autonomo, base, corretora, demisso, oportunidad, setor, veem, investimento"
"77","Estudo do BIS destaca vantagens do compulsÛrio na AmÈrica Latina","www.valor.com.br/financas/5847933/estudo-do-bis-destaca-vantagens-do-compulsorio-na-america-latina",NA,"16/09/2018 ‡s 18h05","america, bis, compulsorio, destaca, estudo, latina, vantagen, monetaria, politica"
"78","ëNinguÈm tem subestimado riscos, todos est„o apreensivosí, diz ex-BC","www.valor.com.br/financas/5847921/%3Fninguem-tem-subestimado-riscos-todos-estao-apreensivos%3F-diz-ex-bc","Para Figueiredo, ìo Brasil est· em uma situaÁ„o em que 90% ou atÈ 95% da  precificaÁ„o se d· em funÁ„o do processo eleitoralî","16/09/2018 ‡s 18h00","apreensivos‚Äô, diz, estao, exbc, risco, subestimado, todo, ‚Äòninguem, ate, brasil, eleitoral‚Äù, figueiredo, funcao, precificacao, processo, situacao, ‚Äú, mercado"
"79","Selic deve permanecer est·vel atÈ 2019","www.valor.com.br/financas/5847887/selic-deve-permanecer-estavel-ate-2019","Para economistas, apesar de c‚mbio e cena externa, taxa b·sica ser· mantida nesta semana","16/09/2018 ‡s 17h39","ate, deve, estavel, permanec, selic, apesar, basica, cambio, cena, economista, externa, mantida, nesta, semana, sera, taxa, monetaria, politica"
"80","Pesquisa reforÁa temores do mercado","www.valor.com.br/financas/5847883/pesquisa-reforca-temores-do-mercado","ApÛs preg„o calmo na sexta-feira, dÛlar, juros e aÁıes podem voltar a ter dia tenso por cen·rio eleitoral","16/09/2018 ‡s 17h37","mercado"
"81","DÛlar acelera vendas da soja que comeÁou a ser plantada em MT","www.valor.com.br/agro/5847777/dolar-acelera-vendas-da-soja-que-comecou-ser-plantada-em-mt","Tombo do real em  relaÁ„o ‡ moeda americana ëdestravaí os negÛcios, apesar dos fretes","16/09/2018 ‡s 16h19","acelera, comecou, dolar, plantada, ser, soja, venda, americana, apesar, frete, moeda, negocio, real, relacao, tombo, ‚Äòdestrava‚Äô, mercado"
"82","HOR¡RIO ELEITORAL: PT lembra NE na era Lula para impulsionar Haddad","www.valor.com.br/politica/5846871/horario-eleitoral-pt-lembra-ne-na-era-lula-para-impulsionar-haddad","Ciro Gomes busca papel na transposiÁ„o do rio S„o Francisco e Alckmin promete retomar obras paradas","15/09/2018 ‡s 22h52","eleitor, haddad, horario, impulsionar, lembra, lula, alckmin, busca, ciro, francisco, gome, obra, papel, parada, promet, retomar, rio, sao, transposicao, politica"
"83","Trump planeja novas tarifas de US$ 200 bilhıes a importaÁıes da China","www.valor.com.br/internacional/5846677/trump-planeja-novas-tarifas-de-us-200-bilhoes-importacoes-da-china","An˙ncio, previsto para os prÛximos dias, pretende pressionar Pequim antes das negociaÁıes do fim deste mÍs","15/09/2018 ‡s 20h38","bilho, china, importaco, nova, planeja, tarifa, trump, ant, anuncio, dest, dia, fim, mes, negociaco, pequim, pressionar, pretend, previsto, proximo, internacion"
"84","Paulo Guedes beneficiou-se com fraude de corretora, afirma juiz","www.valor.com.br/politica/5846481/paulo-guedes-beneficiou-se-com-fraude-de-corretora-afirma-juiz","Ministro da Fazenda do candidato Jair Bolsonaro (PSL), o economista È vinculado ‡ fraude do fundo de aposentadoria do BNDES e Fapes","15/09/2018 ‡s 18h08","fraud"
"85","Ciro diz que campanha ëdescamba para Ûdio, violÍncia e demagogiaí","www.valor.com.br/politica/5846319/ciro-diz-que-campanha-%3Fdescamba-para-odio-violencia-e-demagogia%3F","Candidato  ‡ PresidÍncia pelo PDT fez campanha em Boa Vista","15/09/2018 ‡s 16h32","campanha"
"86","Bolsas de NY fecham sem direÁ„o ˙nica, mas acumulam ganhos na semana","www.valor.com.br/financas/5844551/bolsas-de-ny-fecham-sem-direcao-unica-mas-acumulam-ganhos-na-semana","O Dow Jones, o S&P 500 e o Nasdaq  acumularam, na semana, ganhos, respectivamente, de 0,92%, 1,16% e 1,36%","14/09/2018 ‡s 18h33","ganho, semana"
"87","Ibovespa fecha em alta, mas acumula perda de mais de 1% na semana","www.valor.com.br/financas/5844413/ibovespa-fecha-em-alta-mas-acumula-perda-de-mais-de-1-na-semana",NA,"14/09/2018 ‡s 17h48","acumula, alta, fecha, ibovespa, perda, semana, mercado"
"88","DÛlar volta para R$ 4,16 em dia de trÈgua apÛs bater marca histÛrica","www.valor.com.br/financas/5844393/dolar-volta-para-r-416-em-dia-de-tregua-apos-bater-marca-historica","Movimento, segundo operadores, reflete correÁ„o de excessos antes de nova rodada de pesquisas de intenÁ„o de votos","14/09/2018 ‡s 17h44","apo, bater, dia, dolar, historica, marca, tregua, volta, ant, correcao, excesso, intencao, movimento, nova, operador, pesquisa, reflet, rodada, segundo, voto, mercado"
"89","Trump quer aplicar nova rodada de sobretaxas contra a China","www.valor.com.br/internacional/5844321/trump-quer-aplicar-nova-rodada-de-sobretaxas-contra-china","Presidente americano orientou seus assessores a seguir com as tarifas sobre US$ 200 bilhıes em importaÁıes da China, apesar das negociaÁıes","14/09/2018 ‡s 17h18","china"
"90","'Risco promotor' trava investimentos em incorporaÁ„o, vÍ setor","www.valor.com.br/financas/5844297/risco-promotor-trava-investimentos-em-incorporacao-ve-setor","TambÈm na avaliaÁ„o de bancos, a ""inseguranÁa jurÌdica"" na ·rea È uma barreira para projetos na planta","14/09/2018 ‡s 17h11","incorporacao, investimento, promotor, risco, setor, trava, area, avaliacao, banco, barreira, inseguranca, juridica, planta, projeto, tambem, credito"
"91","Pesquisa reforÁa temores do mercado","www.valor.com.br/financas/5847883/pesquisa-reforca-temores-do-mercado","ApÛs preg„o calmo na sexta-feira, dÛlar, juros e aÁıes podem voltar a ter dia tenso por cen·rio eleitoral","16/09/2018 ‡s 17h37","mercado"
"92","DÛlar acelera vendas da soja que comeÁou a ser plantada em MT","www.valor.com.br/agro/5847777/dolar-acelera-vendas-da-soja-que-comecou-ser-plantada-em-mt","Tombo do real em  relaÁ„o ‡ moeda americana ëdestravaí os negÛcios, apesar dos fretes","16/09/2018 ‡s 16h19","acelera, comecou, dolar, plantada, ser, soja, venda, americana, apesar, frete, moeda, negocio, real, relacao, tombo, ‚Äòdestrava‚Äô, mercado"
"93","HOR¡RIO ELEITORAL: PT lembra NE na era Lula para impulsionar Haddad","www.valor.com.br/politica/5846871/horario-eleitoral-pt-lembra-ne-na-era-lula-para-impulsionar-haddad","Ciro Gomes busca papel na transposiÁ„o do rio S„o Francisco e Alckmin promete retomar obras paradas","15/09/2018 ‡s 22h52","eleitor, haddad, horario, impulsionar, lembra, lula, alckmin, busca, ciro, francisco, gome, obra, papel, parada, promet, retomar, rio, sao, transposicao, politica"
"94","Trump planeja novas tarifas de US$ 200 bilhıes a importaÁıes da China","www.valor.com.br/internacional/5846677/trump-planeja-novas-tarifas-de-us-200-bilhoes-importacoes-da-china","An˙ncio, previsto para os prÛximos dias, pretende pressionar Pequim antes das negociaÁıes do fim deste mÍs","15/09/2018 ‡s 20h38","bilho, china, importaco, nova, planeja, tarifa, trump, ant, anuncio, dest, dia, fim, mes, negociaco, pequim, pressionar, pretend, previsto, proximo, internacion"
"95","Paulo Guedes beneficiou-se com fraude de corretora, afirma juiz","www.valor.com.br/politica/5846481/paulo-guedes-beneficiou-se-com-fraude-de-corretora-afirma-juiz","Ministro da Fazenda do candidato Jair Bolsonaro (PSL), o economista È vinculado ‡ fraude do fundo de aposentadoria do BNDES e Fapes","15/09/2018 ‡s 18h08","fraud"
"96","Ciro diz que campanha ëdescamba para Ûdio, violÍncia e demagogiaí","www.valor.com.br/politica/5846319/ciro-diz-que-campanha-%3Fdescamba-para-odio-violencia-e-demagogia%3F","Candidato  ‡ PresidÍncia pelo PDT fez campanha em Boa Vista","15/09/2018 ‡s 16h32","campanha"
"97","Bolsas de NY fecham sem direÁ„o ˙nica, mas acumulam ganhos na semana","www.valor.com.br/financas/5844551/bolsas-de-ny-fecham-sem-direcao-unica-mas-acumulam-ganhos-na-semana","O Dow Jones, o S&P 500 e o Nasdaq  acumularam, na semana, ganhos, respectivamente, de 0,92%, 1,16% e 1,36%","14/09/2018 ‡s 18h33","ganho, semana"
"98","Ibovespa fecha em alta, mas acumula perda de mais de 1% na semana","www.valor.com.br/financas/5844413/ibovespa-fecha-em-alta-mas-acumula-perda-de-mais-de-1-na-semana",NA,"14/09/2018 ‡s 17h48","acumula, alta, fecha, ibovespa, perda, semana, mercado"
"99","DÛlar volta para R$ 4,16 em dia de trÈgua apÛs bater marca histÛrica","www.valor.com.br/financas/5844393/dolar-volta-para-r-416-em-dia-de-tregua-apos-bater-marca-historica","Movimento, segundo operadores, reflete correÁ„o de excessos antes de nova rodada de pesquisas de intenÁ„o de votos","14/09/2018 ‡s 17h44","apo, bater, dia, dolar, historica, marca, tregua, volta, ant, correcao, excesso, intencao, movimento, nova, operador, pesquisa, reflet, rodada, segundo, voto, mercado"
"100","Trump quer aplicar nova rodada de sobretaxas contra a China","www.valor.com.br/internacional/5844321/trump-quer-aplicar-nova-rodada-de-sobretaxas-contra-china","Presidente americano orientou seus assessores a seguir com as tarifas sobre US$ 200 bilhıes em importaÁıes da China, apesar das negociaÁıes","14/09/2018 ‡s 17h18","china"
"101","'Risco promotor' trava investimentos em incorporaÁ„o, vÍ setor","www.valor.com.br/financas/5844297/risco-promotor-trava-investimentos-em-incorporacao-ve-setor","TambÈm na avaliaÁ„o de bancos, a ""inseguranÁa jurÌdica"" na ·rea È uma barreira para projetos na planta","14/09/2018 ‡s 17h11","incorporacao, investimento, promotor, risco, setor, trava, area, avaliacao, banco, barreira, inseguranca, juridica, planta, projeto, tambem, credito"
"102","PetrÛleo: WTI e Brent fecham sem direÁ„o ˙nica","www.valor.com.br/financas/5844219/petroleo-wti-e-brent-fecham-sem-direcao-unica","Na semana, o petrÛleo WTI acumulou ganho de 1,8%, enquanto, o Brent, de 1,4%","14/09/2018 ‡s 16h52","brent, petroleo, wti"
"103","Juros futuros fecham em alta, mas abaixo do patamar prÈ-atentado","www.valor.com.br/financas/5844211/juros-futuros-fecham-em-alta-mas-abaixo-do-patamar-pre-atentado","As taxas mostram que o alÌvio trazido ao mercado ainda n„o foi completamente eliminado do preÁo dos ativos","14/09/2018 ‡s 16h49","mercado"
"104","Banco precisa virar 'loja de departamento', vÍ diretor global da Ipsos","www.valor.com.br/empresas/5844175/banco-precisa-virar-loja-de-departamento-ve-diretor-global-da-ipsos","AvanÁo dos gigantes do mundo da tecnologia, como Amazon e Google, pode impactar os integrantes desse mercado","14/09/2018 ‡s 16h37","tecnologia"
"105","ExportaÁıes do agronegÛcio cresceram 3,6% em agosto, para US$ 9,3 bi","www.valor.com.br/agro/5844057/exportacoes-do-agronegocio-cresceram-36-em-agosto-para-us-93-bi","Segundo o MinistÈrio da Agricultura, vendas externas de soja em gr„o no acumulado do ano atingiram recorde de 64,6 milhıes de toneladas","14/09/2018 ‡s 16h07","agosto, agronegocio, cresceram, exportaco, acumulado, agricultura, ano, atingiram, externa, grao, milho, ministerio, record, segundo, soja, tonelada, venda, agroindustria"
"106","STJ analisa correÁ„o dos emprÈstimos compulsÛrios da Eletrobras","www.valor.com.br/legislacao/5842383/stj-analisa-correcao-dos-emprestimos-compulsorios-da-eletrobras","Os ministros v„o decidir qual a data final para a aplicaÁ„o dos juros remuneratÛrios que incidem sobre esses valores","14/09/2018 ‡s 10h42","analisa, compulsorio, correcao, eletrobra, emprestimo, stj, aplicacao, data, decidir, final, incidem, juro, ministro, remuneratorio, sobr, valor, vao, empresari"
"107","Latam entra no Cade contra joint venture entre Azul e Correios","www.valor.com.br/empresas/5842339/latam-entra-no-cade-contra-joint-venture-entre-azul-e-correios","Acordo em an·lise pelo Ûrg„o antitruste prevÍ a criaÁ„o de uma empresa de logÌstica para atender principalmente a demanda do varejo on-line","14/09/2018 ‡s 10h36","logistica"
"108","Lemann, da Ambev, segue lÌder dos mais ricos brasileiros","www.valor.com.br/financas/5842045/lemann-da-ambev-segue-lider-dos-mais-ricos-brasileiros","Lista da Forbes Brasil deste ano traz 25 novos bilion·rios, a maioria do mercado de aÁıes","14/09/2018 ‡s 09h57","ambev, brasileiro, lemann, lider, rico, segu, aco, ano, bilionario, brasil, dest, forb, lista, maioria, mercado, novo, traz, financa"
"109","DÛlar opera em baixa e È negociado na casa de R$ 4,18","www.valor.com.br/financas/5841957/dolar-opera-em-baixa-e-e-negociado-na-casa-de-r-418","Investidores acompanham ainda cena externa, em meio ‡ expectativa de volta das negociaÁıes entre EUA e China","14/09/2018 ‡s 09h44","baixa, casa, dolar, negociado, opera, acompanham, ainda, cena, china, eua, expectativa, externa, investidor, meio, negociaco, volta, mercado"
"110","R˙ssia faz primeiro aumento da taxa de juro desde dezembro de 2014","www.valor.com.br/financas/5841543/russia-faz-primeiro-aumento-da-taxa-de-juro-desde-dezembro-de-2014","Alta de 0,25 ponto no custo do dinheiro, para 7,50%, causa surpresa no mercado","14/09/2018 ‡s 08h48","aumento, desd, dezembro, faz, juro, primeiro, russia, taxa, alta, causa, custo, dinheiro, mercado, ponto, surpresa, monetaria, politica"
"111","Presidente da Turquia diz que ter· paciÍncia limitada com juro alto","www.valor.com.br/internacional/5841503/presidente-da-turquia-diz-que-tera-paciencia-limitada-com-juro-alto","Para Recep Tayyip Erdogan, decis„o de aumentar o custo do dinheiro de 17,75% para 24% anunciada pelo BC na quinta-feira foi equivocada","14/09/2018 ‡s 08h41","alto, diz, juro, limitada, paciencia, president, tera, turquia, anunciada, aumentar, custo, decisao, dinheiro, equivocada, erdogan, quintafeira, recep, tayyip, medio, orient"
"112","Maioria das bolsas da ¡sia fecha em alta na esteira de Nova York","www.valor.com.br/financas/5841297/maioria-das-bolsas-da-asia-fecha-em-alta-na-esteira-de-nova-york","Investidores est„o na expectativa de que Estados Unidos e China abram novas negociaÁıes comerciais","14/09/2018 ‡s 08h07","nova"
"113","PÛs-crise aumentou solidez e concentraÁ„o dos bancos","www.valor.com.br/financas/5840601/pos-crise-aumentou-solidez-e-concentracao-dos-bancos","Dez anos depois da quebra do banco americano Lehman Brothers, pivÙ da crise que abalou a economia mundial, os bancos brasileiros est„o ainda mais sÛlidos","14/09/2018 ‡s 05h00","banco"
"114","O peso do p‚nico","www.valor.com.br/financas/5840597/o-peso-do-panico","Ben Bernanke, que comandou o Fed durante a crise, afirma que o p‚nico nos mercados foi o principal motivo da gravidade da grande recess„o iniciada em 2008. Hoje pesquisador do Brookings Institution, ele sustenta que o estouro da bolha no setor imobili·rio dos EUA foi apenas um propulsor secund·rio por tr·s do grande mergulho da economia","14/09/2018 ‡s 05h00","panico, grand"
"115","DÛlar a R$ 4,2 bate recorde desde o real","www.valor.com.br/financas/5840595/dolar-r-42-bate-recorde-desde-o-real","O dÛlar atingiu ontem seu valor nominal mais alto desde a criaÁ„o do real, em 1994, e fechou cotado a R$ 4,1952. Na Argentina, o dÛlar tambÈm disparou e, apÛs subir quase 3%, fechou a 40,22 pesos","14/09/2018 ‡s 05h00","dolar"
"116","Todos esperavam uma salvaÁ„o, diz ex-Lehman","www.valor.com.br/financas/5840045/todos-esperavam-uma-salvacao-diz-ex-lehman","Executivo sÛ percebeu gravidade da situaÁ„o quando foi aconselhado a levar para casa objetos pessoais, caso o prÈdio do banco fosse lacrado","14/09/2018 ‡s 05h00","diz, esperavam, exlehman, salvacao, todo, aconselhado, banco, casa, caso, executivo, gravidad, lacrado, levar, objeto, percebeu, pessoai, predio, situacao, financeira, instituico"
"117","PÛs-crise eleva seguranÁa, mas encarece competiÁ„o","www.valor.com.br/financas/5840039/pos-crise-eleva-seguranca-mas-encarece-competicao","Resposta ‡ quebra do Lehman exigiu mais capital","14/09/2018 ‡s 05h00","competicao, eleva, encarec, poscris, seguranca, capit, exigiu, lehman, quebra, resposta, financeira, instituico"
"118","Decisıes de BCs favorecem moedas de emergentes","www.valor.com.br/financas/5840037/decisoes-de-bcs-favorecem-moedas-de-emergentes","Alta mais forte de juro na Turquia foi bem recebida por investidores","14/09/2018 ‡s 05h00","bcs, deciso, emergent, favorecem, moeda, alta, bem, fort, investidor, juro, recebida, turquia, mercado"
"119","DÛlar encosta em R$ 4,20 e bate marca histÛrica","www.valor.com.br/financas/5840035/dolar-encosta-em-r-420-e-bate-marca-historica","Em dia de apreens„o, investidor se antecipa a fortalecimento de Haddad na corrida presidencial","14/09/2018 ‡s 05h00","bate, dolar, encosta, historica, marca, antecipa, apreensao, corrida, dia, fortalecimento, haddad, investidor, presidenci, mercado"
"120","Bernanke atribui grande recess„o a p‚nico banc·rio","www.valor.com.br/financas/5840031/bernanke-atribui-grande-recessao-panico-bancario","Ex-presidente do Fed afirma que impacto da crise teria sido menor sem colapso da confianÁa em Wall Street","14/09/2018 ‡s 05h00","atribui, bancario, bernank, grand, panico, recessao, afirma, colapso, confianca, crise, expresident, fed, impacto, menor, sido, street, wall, financeira, instituico"
"121","Bancos usam R$ 18 bi em FCVS para exigibilidade","www.valor.com.br/financas/5840017/bancos-usam-r-18-bi-em-fcvs-para-exigibilidade","FCVS È um crÈdito que foi emitido no perÌodo da hiperinflaÁ„o dos anos 1980 para cobrir prejuÌzos com financiamento para compra da casa prÛpria","14/09/2018 ‡s 05h00","fcvs"
"122","Planner busca cumprir exigÍncias para liberar fundo","www.valor.com.br/financas/5840015/planner-busca-cumprir-exigencias-para-liberar-fundo","Administradora se comprometeu a refazer e republicar as demonstraÁıes financeiras auditadas referentes a 2017","14/09/2018 ‡s 05h00","busca, cumprir, exigencia, fundo, liberar, planner, administradora, auditada, comprometeu, demonstraco, financeira, refaz, referent, republicar, investimento"
"123","Destaques","www.valor.com.br/financas/5840013/destaques",NA,"14/09/2018 ‡s 05h00","destaqu, financa"
"124","Agenda","www.valor.com.br/financas/5840011/agenda",NA,"14/09/2018 ‡s 05h00","agenda, financa"
"125","Vendas de casas na China aumentam nos primeiros 8 meses","www.valor.com.br/internacional/5840355/vendas-de-casas-na-china-aumentam-nos-primeiros-8-meses","As vendas de moradias por valor para o perÌodo de janeiro a agosto aumentaram 16,4% em relaÁ„o ao mesmo perÌodo do ano anterior","13/09/2018 ‡s 23h53","venda, periodo"
"126","Kaplan, do Fed de Dallas, apoia aumento de taxas atÈ o nÌvel 'neutro'","www.valor.com.br/financas/5840175/kaplan-do-fed-de-dallas-apoia-aumento-de-taxas-ate-o-nivel-neutro",NA,"13/09/2018 ‡s 23h07","apoia, ate, aumento, dalla, fed, kaplan, neutro, nivel, taxa, monetaria, politica"
"127","EUA tÍm maior proporÁ„o de estrangeiros em 108 anos","www.valor.com.br/internacional/5840143/eua-tem-maior-proporcao-de-estrangeiros-em-108-anos",NA,"13/09/2018 ‡s 23h01","eua"
"128","Veja o que È #FATO ou #FAKE na entrevista de Luiz Marinho ao SP1","www.valor.com.br/fatooufake/5839457/veja-o-que-e-fato-ou-fake-na-entrevista-de-luiz-marinho-ao-sp1","Candidato do PT ao governo S„o Paulo foi o quarto entre os cinco candidatos na sÈrie de entrevistas ao SP1 ao longo desta semana","13/09/2018 ‡s 20h54","entrevista, fake, fato, candidato"
"129","Todos esperavam uma salvaÁ„o, diz ex-Lehman","www.valor.com.br/financas/5839367/todos-esperavam-uma-salvacao-diz-ex-lehman","Executivo sÛ percebeu gravidade da situaÁ„o quando foi aconselhado a levar para casa objetos pessoais","13/09/2018 ‡s 20h37","diz, esperavam, exlehman, salvacao, todo, aconselhado, casa, executivo, gravidad, levar, objeto, percebeu, pessoai, situacao, financeira, instituico"
"130","PÛs-crise eleva seguranÁa, mas encarece competiÁ„o banc·ria","www.valor.com.br/financas/5839353/pos-crise-eleva-seguranca-mas-encarece-competicao-bancaria","Resposta ‡ quebra do Lehman Brothers exigiu mais capital das instituiÁıes financeiras","13/09/2018 ‡s 20h35","bancaria, competicao, eleva, encarec, poscris, seguranca, brother, capit, exigiu, financeira, instituico, lehman, quebra, resposta, mercado"
"131","Tilray: AÁ„o bate recorde com acordo para exportar maconha a Alemanha","www.valor.com.br/empresas/5838731/tilray-acao-bate-recorde-com-acordo-para-exportar-maconha-alemanha","Os papÈis subiram 21%, a US$ 127,27, o que levou o valor de mercado do produtor de maconha para mais de US$ 11 bilhıes","13/09/2018 ‡s 18h39","maconha"
"132","Nervosismo eleitoral faz Ibovespa devolver ganhos de sess„o anterior","www.valor.com.br/financas/5838559/nervosismo-eleitoral-faz-ibovespa-devolver-ganhos-de-sessao-anterior","Indicador encerrou o dia em queda de 0,58%, aos 74.687 pontos, apÛs oscilar entre os 74.501 pontos e os 75.407 pontos","13/09/2018 ‡s 18h07","ponto"
"133","Bolsas de NY fecham em alta, com retomada do setor de tecnologia","www.valor.com.br/financas/5838557/bolsas-de-ny-fecham-em-alta-com-retomada-do-setor-de-tecnologia","Destaque para as aÁıes de tecnologia, com as aÁıes da Apple em alta de 2,42%, a US$ 226,41, apÛs perda de 1,24% na quarta","13/09/2018 ‡s 18h07","alta, tecnologia, aco"
"134","Peso cai apÛs assessor de Trump falar em dolarizaÁ„o na Argentina","www.valor.com.br/internacional/5838507/peso-cai-apos-assessor-de-trump-falar-em-dolarizacao-na-argentina","O dÛlar fechou a 40,22 pesos, alta de 2,92%, segundo a taxa mÈdia do Banco Central. Esta foi a quarta alta seguida da moeda americana","13/09/2018 ‡s 17h53","peso, alta"
"135","PetrÛleo fecha em baixa, com aumento da produÁ„o da Opep","www.valor.com.br/financas/5838489/petroleo-fecha-em-baixa-com-aumento-da-producao-da-opep","RelatÛrio mensal da AgÍncia Internacional de Energia (AIE) mostrou que a produÁ„o da Opep aumentou o correspondente a 420 mil barris/dia","13/09/2018 ‡s 17h48","opep, producao"
"136","Destaques","www.valor.com.br/financas/5840013/destaques",NA,"14/09/2018 ‡s 05h00","destaqu, financa"
"137","Agenda","www.valor.com.br/financas/5840011/agenda",NA,"14/09/2018 ‡s 05h00","agenda, financa"
"138","Vendas de casas na China aumentam nos primeiros 8 meses","www.valor.com.br/internacional/5840355/vendas-de-casas-na-china-aumentam-nos-primeiros-8-meses","As vendas de moradias por valor para o perÌodo de janeiro a agosto aumentaram 16,4% em relaÁ„o ao mesmo perÌodo do ano anterior","13/09/2018 ‡s 23h53","venda, periodo"
"139","Kaplan, do Fed de Dallas, apoia aumento de taxas atÈ o nÌvel 'neutro'","www.valor.com.br/financas/5840175/kaplan-do-fed-de-dallas-apoia-aumento-de-taxas-ate-o-nivel-neutro",NA,"13/09/2018 ‡s 23h07","apoia, ate, aumento, dalla, fed, kaplan, neutro, nivel, taxa, monetaria, politica"
"140","EUA tÍm maior proporÁ„o de estrangeiros em 108 anos","www.valor.com.br/internacional/5840143/eua-tem-maior-proporcao-de-estrangeiros-em-108-anos",NA,"13/09/2018 ‡s 23h01","eua"
"141","Veja o que È #FATO ou #FAKE na entrevista de Luiz Marinho ao SP1","www.valor.com.br/fatooufake/5839457/veja-o-que-e-fato-ou-fake-na-entrevista-de-luiz-marinho-ao-sp1","Candidato do PT ao governo S„o Paulo foi o quarto entre os cinco candidatos na sÈrie de entrevistas ao SP1 ao longo desta semana","13/09/2018 ‡s 20h54","entrevista, fake, fato, candidato"
"142","Todos esperavam uma salvaÁ„o, diz ex-Lehman","www.valor.com.br/financas/5839367/todos-esperavam-uma-salvacao-diz-ex-lehman","Executivo sÛ percebeu gravidade da situaÁ„o quando foi aconselhado a levar para casa objetos pessoais","13/09/2018 ‡s 20h37","diz, esperavam, exlehman, salvacao, todo, aconselhado, casa, executivo, gravidad, levar, objeto, percebeu, pessoai, situacao, financeira, instituico"
"143","PÛs-crise eleva seguranÁa, mas encarece competiÁ„o banc·ria","www.valor.com.br/financas/5839353/pos-crise-eleva-seguranca-mas-encarece-competicao-bancaria","Resposta ‡ quebra do Lehman Brothers exigiu mais capital das instituiÁıes financeiras","13/09/2018 ‡s 20h35","bancaria, competicao, eleva, encarec, poscris, seguranca, brother, capit, exigiu, financeira, instituico, lehman, quebra, resposta, mercado"
"144","Tilray: AÁ„o bate recorde com acordo para exportar maconha a Alemanha","www.valor.com.br/empresas/5838731/tilray-acao-bate-recorde-com-acordo-para-exportar-maconha-alemanha","Os papÈis subiram 21%, a US$ 127,27, o que levou o valor de mercado do produtor de maconha para mais de US$ 11 bilhıes","13/09/2018 ‡s 18h39","maconha"
"145","Nervosismo eleitoral faz Ibovespa devolver ganhos de sess„o anterior","www.valor.com.br/financas/5838559/nervosismo-eleitoral-faz-ibovespa-devolver-ganhos-de-sessao-anterior","Indicador encerrou o dia em queda de 0,58%, aos 74.687 pontos, apÛs oscilar entre os 74.501 pontos e os 75.407 pontos","13/09/2018 ‡s 18h07","ponto"
"146","Bolsas de NY fecham em alta, com retomada do setor de tecnologia","www.valor.com.br/financas/5838557/bolsas-de-ny-fecham-em-alta-com-retomada-do-setor-de-tecnologia","Destaque para as aÁıes de tecnologia, com as aÁıes da Apple em alta de 2,42%, a US$ 226,41, apÛs perda de 1,24% na quarta","13/09/2018 ‡s 18h07","alta, tecnologia, aco"
"147","Peso cai apÛs assessor de Trump falar em dolarizaÁ„o na Argentina","www.valor.com.br/internacional/5838507/peso-cai-apos-assessor-de-trump-falar-em-dolarizacao-na-argentina","O dÛlar fechou a 40,22 pesos, alta de 2,92%, segundo a taxa mÈdia do Banco Central. Esta foi a quarta alta seguida da moeda americana","13/09/2018 ‡s 17h53","peso, alta"
"148","PetrÛleo fecha em baixa, com aumento da produÁ„o da Opep","www.valor.com.br/financas/5838489/petroleo-fecha-em-baixa-com-aumento-da-producao-da-opep","RelatÛrio mensal da AgÍncia Internacional de Energia (AIE) mostrou que a produÁ„o da Opep aumentou o correspondente a 420 mil barris/dia","13/09/2018 ‡s 17h48","opep, producao"
"149","Juros futuros fecham perto das m·ximas com temor de avanÁo de Haddad","www.valor.com.br/financas/5838269/juros-futuros-fecham-perto-das-maximas-com-temor-de-avanco-de-haddad","Os contratos de juros futuros aceleraram o movimento de alta e fecharam o preg„o regular perto das m·ximas do dia","13/09/2018 ‡s 17h00","futuro, juro, maxima, perto"
"150","Ibovespa cai com incerteza eleitoral, mas mantÈm os 74 mil pontos","www.valor.com.br/financas/5838243/ibovespa-cai-com-incerteza-eleitoral-mas-mantem-os-74-mil-pontos",NA,"13/09/2018 ‡s 16h54","cai, eleitor, ibovespa, incerteza, mantem, mil, ponto, mercado"
